text,label
What is a handheld PC ?,7
"Name the product that is `` at your grocer 's , at your fingertips . ''",26
When is Bastille Day ?,8
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,4
Who has won the most Super Bowls ?,5
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",14
What city does McCarren Airport serve ?,21
Which two states enclose Chesapeake Bay ?,11
What 's the population of Mississippi ?,14
What are Cushman and Wakefield known for ?,9
How many times larger than life size is the Statue of Liberty ?,13
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,1
How many times does the tide ebb and flow each day ?,13
What team did baseball 's St. Louis Browns become ?,5
"What is the location of Edinburgh , Scotland ?",14
Who was Gerald Ford 's vice president ?,4
What 's the northernmost U.S. state apart from Alaska ?,11
Where is Webster University ?,14
What is leukemia ?,7
"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",4
Who was Confucius ?,12
What are names of two old men who appear in the serial tv Muppets Show ?,4
What is the plural of gulf ?,36
"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",2
How can you tell if someone is lying ?,0
What is the origin of the word Marijuana ?,12
What does a red flag mean in auto racing ?,7
What planet did Percival Lovell discover ?,14
What artist 's studio was the Bateau-Lavoir in Montmartre ?,4
Where is the world 's most active volcano located ?,14
How many bottles of wine were prisoners in the Bastille allowed per day ?,13
Who is Barbara Jordan ?,12
How do you write MLA style bibliographies for an Internet source ?,0
What is the difference between a fruit and a vegetable ?,12
When was `` the Great Depression '' ?,8
What was the first Gilbert and Sullivan opera ?,1
What are the five richest countries in the world ?,18
What sports magazine has the largest circulation ?,1
What caused Shea & Gould to close their L.A. office ?,9
Where does Ray Bradbury 's Chronicles take place ?,14
What is narcolepsy ?,7
What 's the term for a bet before cards are dealt ?,20
What fastener did Whitcomb Judson patent in 1893 ?,14
What product on the market is good for hiding facial scars ?,26
Define Sinn Fein .,7
What does `` Philebus-like '' mean ?,7
What year did the War of 1812 begin ?,8
What kind of books does Fodor 's publish ?,1
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,4
What South American city has the world 's highest commercial landing field ?,21
What country are Godiva chocolates from ?,18
What is a horologist ?,7
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,1
What is `` the taste that beats the others cold '' ?,17
When was the first Wall Street Journal published ?,8
Rotary engines used to be made by whom ?,4
Why is the mile 528 feet ?,9
Name a band which was famous in the 1960 's .,5
What is `` the only cigarette made with no leftovers '' ?,12
Where is South Bend ?,14
How many lakes are there on the Earth ?,13
What are the most common causes of death in the U.S. ?,9
What is an arab strap ?,7
What is the population of Mexico ?,14
In which sport is there a `` scrum '' ?,29
Where is Inoco based ?,14
What do you do when your mouse is n't working as fast as it 's supposed to ?,12
What daughter of Henry VIII and Anne Boleyn became queen of England ?,4
What is a caldera ?,7
How can you be happy ?,0
What is a person 's socioeconomic position ?,7
What is the term for the side of the mountain that faces the prevailing winds ?,20
"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",5
What army 's motto is Blood and Fire ?,5
What famous singing cowboy owns the California Angels baseball team ?,4
What game is Garry Kasparov really good at ?,29
What 's the name of the Wilkes plantation in Gone with the Wind ?,14
Where 's the Bernini-Bristol Hotel ?,14
What concerts are held in New York this week ?,10
"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?",18
What is `` the soft drink for adults '' ?,17
What are the Valdez Principles ?,7
What do you say to a friend who ignores you for other friends ?,12
What is the normal resting heart rate of a healthy adult ?,14
Who retired with 755 home runs to his credit ?,4
Why did Egyptians shave their eyebrows ?,9
How many people own pets ?,13
When did Mount St. Helen last have a significant eruption ?,8
"What is the latitude and longitude of El Paso , Texas ?",14
Who was the first American citizen awarded the Albert Medal of the Society of Arts ?,4
What is the lens behind the iris in the eye called ?,20
Who wrote ` Dubliners ' ?,4
What personality traits are Capricorns said to have ?,12
What is the largest office block in the world ?,14
What is the tallest mountain ?,24
What kind of creature is a coot ?,2
Where are the Austerlitz and Victor Hugo subway stops ?,14
"Which mammal lives , breeds , eats , and sleeps underground ?",2
What kind of guitar did Jimi Hendrix play ?,33
How many of them are in sub-Saharan Africa ?,13
Where are the Union Stockyards ?,14
What cocktail do you concoct with whisky and sweet vermouth ?,17
"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",4
What is the most common kind of skin cancer in the U.S. ?,23
Who loved Flash Gordon besides Dale ?,4
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,11
What National Basketball Association superstar told his story in Giant Steps ?,4
What 's the Southern dish made of pigs ' small intestines ?,17
Woodrow Wilson served as president of what university ?,5
Who is Snoopy 's arch-enemy ?,4
What country is the biggest producer of tungsten ?,18
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,1
How long was the longest hiccup attack ?,27
What famed wall supports the Badaling turret ?,14
What is the meaning of thalassemia ?,7
"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",4
What is the date of Boxing Day ?,8
What continent is Bolivia on ?,14
How is Easter Sunday 's date determined ?,0
How did Bob Marley die ?,0
"What did British companies stick 175 , 0 tons of tea into in 1982 ?",14
What are pomegranates ?,7
What are some good exercises for kids to do ?,29
What is a fear of hair ?,23
Why is poop sometimes different colors ?,9
What mountain range extends from the Gulf of St. Lawrence to Alabama ?,24
What famous comedian recently tried without success to revive the play ?,4
Where can I find information on becoming a journalist ?,14
What is the origin of the proverb `` A stitch in time saves nine '' ?,12
What is the best online games site ?,14
How long do you have to pay back debt after claiming chapter 11 bankruptcy ?,27
What Caribbean island is northeast of Trinidad ?,14
What 's the hardest substance in the human body ?,28
How many astronauts have been on the moon ?,13
"How do you say , `` I love you '' in other languages ?",20
Name the ship Beany and Cecil sailed .,44
How many members of a family could be drafted in the U.S. military during World War II ?,13
What is the speed of the Mississippi River ?,35
What U.S. university boasts the largest library ?,5
How many fingers are used to draw a bow ?,13
What book is the follow-up to Future Shock ?,1
What 's the most powerful card in Euchre ?,14
Which side of the face do most artists tend to show more of in self-portraits ?,14
Which Ventura County police department seized the largest cocaine shipment in it 's history ?,5
How can I trace my family roots ?,0
How many frames does a disk camera shoot ?,13
What is the name given to the Islamic counterpart of the Red Cross ?,20
What are manifest and latent function theories ?,7
What do you call a `` twirl '' in ballet ?,20
How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?,13
What is the main ingredient of yogurt ?,28
In what year was the movie the Ten Commandments released ?,8
How would someone go about becoming an organ donor ?,0
What impenetrable system of French fortifications was built along the German frontier before World War II ?,14
What country received all the Nobel Prizes awarded in 1976 ?,18
What is the name of the art of growing miniature trees ?,20
What was the birthplace of Edgar Allen Poe ?,14
What 's the largest island in the West Indies ?,14
Who appointed the chair of the Federal Reserve ?,4
When did the supercontinent Pangaea break up ?,8
Who is Stein Eriksen ?,12
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,22
What program do I need to run a .tbk file ?,1
When is Boxing Day ?,8
What does e.g. stand for ?,3
Which of the following famous people does not paint as a hobby ?,4
What brand of white rum is still made in Cuba ?,26
What is the rounded part on the top of a matchbook called ?,20
"What events happened January 26 , 1978 ?",10
Where is the biggest bell ?,14
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",4
"What is the smallest thing seen under the most powerful microscope , and how big is it ?",14
Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?,4
What country has been called The Queen of the Antilles ?,18
How many films are made by the major studios in a year ?,13
Who invented the Moog Synthesizer ?,4
What film featured a snarly character named Kid Shelleen ?,1
What was Mao 's second name ?,4
What is the historical relationship of Catholic Church and bingo ?,12
Who sells Viagra ?,4
Name the two actress daughters of John Mills .,4
What did Cool Hand Luke go to jail for ?,9
When was the Berlin Wall erected ?,8
Who invented `` The Muppets '' ?,4
How many stations do you shoot from in the basketball game `` Around the World '' ?,13
What is the population in India ?,13
What is a conifer ?,7
"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?",14
What little boy and dog live in a shoe ?,4
What London street is the home of British journalism ?,14
Who plays shortstop for Charlie Brown 's baseball team ?,4
What civil war was fought between 1936 and 1939 ?,10
What is the difference between microprocessors & microcontrollers ?,12
How long did the Paris Commune hold out for against the rest of France ?,27
In what nation is Edessa located nowadays ?,18
How do you convert foot-pounds to foot-inches ?,0
How can I give myself a French manicure ?,0
What is the best selling computer model ever ?,26
What does the River Seine empty into ?,14
What is the most populated city in the world ?,21
How old is singer Freedy Johnston ?,27
What is osteichthyes ?,7
How many eyes does a bat have ?,13
What mountainous region of the world is the Lhasa Apso dog native to ?,14
What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?,4
How did the tradition of best man start ?,0
How is a hydrogen bomb different from a nuclear bomb ?,0
What is a disaccharide ?,7
Name Dick Tracy 's two children .,4
What year was the ATM first introduced ?,8
What is the fastest-growing comic strip of all time ?,1
What fraction of a beaver 's life is spent swimming ?,38
What film did Louise Fletcher win the best actress Oscar for ?,1
What is a fear of color ?,23
Name Dondi 's adoptive grandfather .,4
What country are you in if you woo in the Wu dialect ?,18
What Italian liner was hijacked in 1985 ?,44
Which comic strip was never turned into a Broadway musical ?,1
What does `` E Pluribus Unum '' on the penny mean ?,7
Who is Malaysia 's 43rd prime minister ?,4
What American actress was the first to be called a `` vamp '' ?,4
How does blood clot ?,0
Silly putty was invented by whom ?,4
Name a medicine commonly used to combat AIDS ?,23
What animal occurs in Spielberg 's `` Jaws '' ?,2
How did the jack-o '-lantern get it 's name ?,0
What net game sees its women 's world amateur champions receive the Uber Cup ?,29
How many different vegetation zones are there ?,13
What is goulash ?,7
What is a fear of shadows ?,23
Which of the following actors worked in New York 's Yiddish Theater ?,4
What are the lyrics to the Star Spangled Banner ?,12
What mountains lie between the Arkansas and Missouri rivers ?,24
Which radio stations air the Jim Bohannon Radio Talk Show ?,5
How many men died building the Mackinaw Bridge ?,13
When was London 's Docklands Light Railway constructed ?,8
How much did Mercury spend on advertising in 1993 ?,25
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,12
How does the tail affect the flight of a kite ?,0
Where are the leading medical groups specializing in lung diseases ?,14
When was the Hoover Dam constructed ?,8
Who was the inventor of the stove ?,4
What type of bridge is the Golden Gate Bridge ?,14
Who was Jinnah ?,12
"On average , how long time does it take to type a screenplay ?",27
What 's the shape of a camel 's spine ?,14
What are differences between 1980 and 1990 ?,12
What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,4
How many states have a `` lemon law '' for new automobiles ?,13
How much money does the Sultan of Brunei have ?,25
"How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?",13
What is Bombay duck ?,7
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",25
What did Esquire name Ash Hole of the Year for 1980 ?,14
How can scientists predict weather by observing clouds ?,0
What is a common dolphin ?,7
"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",13
How many people hike ?,13
What is the largest shopping mall in the world ?,14
What well-known actor is the father of star Alan Alda ?,4
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,4
How does the car in `` Christine '' become possessed ?,0
What do a diamond and lump of coal have in common ?,12
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",14
Who was America 's first Public Enemy No. 1 ?,4
"Who killed more people , Hitler or Stalin ?",4
Who is the Voyager project manager ?,4
What strait links the Mediterranean Sea and the Atlantic Ocean ?,14
What is the hair style called that new military recruits receive ?,7
"What country has the most time zones , with 11 ?",18
Who awarded The Flying Fickle Finger of Fate ?,4
What country has the largest sheep population ?,18
Who does the voices of the Simpsons ?,4
What does Choo Choo Charlie say ?,12
Who is Samuel Pickering ?,12
What tennis player has the nickname `` Nasty '' ?,4
What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?,4
How many people in Tucson ?,13
"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?",18
Which two inventors invented Post-its ?,4
What is a Devo hat ?,7
What U.S. city is The Queen of the Pacific ?,21
Name a flying mammal .,2
Where is the Valley of the Kings ?,14
Who said : `` The victor will never be asked if he told the truth '' ?,4
What Nevil Shute novel is about the doomed survivors of a nuclear war ?,1
What is HTML ?,3
How many major Nazi leaders went on trial after the war at Nuremberg ?,13
Where can I find the lyrics for the song ` Getting Married Today ' from the musical ` Company ' ?,14
How do cameras take pictures ?,0
What actor was the first man to appear on the cover of McCall 's ?,4
What famous events have happened on March 27 ?,10
What is the price for tuberculosis drugs ?,25
How many furlongs are there in a mile-and-a-quarter recetrack ?,13
What is a green bog ?,7
What desert has the highest sand dunes ?,14
Why are so many umbrellas black ?,9
What is the name of the largest water conservancy project in China ?,10
How do they find or choose witnesses to an execution ?,0
When was the Battle of Hastings ?,8
"What two historical figures , who fought each other in a famous battle , each have a food named after them ?",4
What is carpal tunnel syndrome ?,7
How long does it take different materials to decompose ?,27
What is the belt of low pressure around the equator called ?,20
What shape-shifting menace did Rom come to Earth to fight ?,14
Which two products use a tiger as their symbol ?,26
How do I give a good massage ?,0
What is the brand name of daminozide ?,26
Name a Gaelic language .,37
What board game does a `` wood-pusher '' play poorly ?,29
How is Answers.com funded ?,0
What did Mr. Magoo flog on TV for General Electric ?,14
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,29
How many small businesses are there in the United States ?,13
Where did the name root beer come from ?,12
Who is the richest person in the world ?,4
Where did Luther display his `` Ninety-Five Theses '' ?,14
What does the double-O indicate in 007 ?,7
Where can one find Mozambique ?,14
Who was Bonnie Blue Butler 's father ?,4
Which continent has the most roses ?,14
What is Smokey The Bear 's middle name ?,2
"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?",5
Which Latin American country is the largest ?,18
Where do I find information for foreclosure properties on the Internet ?,14
How fast do cheetahs run ?,35
What is one of the languages of the Sioux ?,37
How can I stop or slow down aging ?,0
What season begins with the vernal equinox ?,8
How many grooves are on a dime 's edge ?,13
What does NN O `` mean when used as a prefix in Irish surnames ?,3
Who is the Antichrist ?,4
How do you send a movie transcript to Hollywood so that it can be produced into a film ?,0
Name the two blob members of the animated Herculoids .,4
When was the first practical commercial typewriter marketed ?,8
How many zip codes are there in the U.S. ?,13
What song did Patti Page set people dancing to in 1950 ?,1
What kind of business is 7-Eleven ?,5
Who started the Dominos Pizza chain ?,4
What is the difference between a board of directors and an advisory board ?,12
Where did Hillary Clinton graduate college ?,14
What horse did Zorro ride ?,2
What TV sitcom character had the maiden name Ethel Potter ?,4
What infectious disease is the world 's deadliest ?,23
Name a country that is developing a magnetic levitation railway system ?,18
What is one of the cities that the University of Minnesota is located in ?,21
What is Dr. Seuss ' most popular book ?,1
What culture developed the idea of potlatch ?,5
What is the oldest website on the Internet ?,14
How is Paraguay for vacations ?,0
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,14
Where is Los Vegas ?,14
What novel did Ian Fleming introduce James Bond in ?,1
"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?",5
How can you get rust stains out of clothing ?,0
Who wrote The Ugly Duckling ?,4
What 's bottled in jeroboams ?,14
What is artificial intelligence ?,7
How hot should the oven be when baking Peachy Oat Muffins ?,41
What 's the second-biggest-selling magazine in America ?,1
What is pandoro ?,7
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,17
What is the Scotch `` for people who know the difference '' ?,20
What are the four elements ?,28
What product did Robert Conrad dare people to knock off his shoulder ?,26
What is the city in which Maurizio Pellegrin lives called ?,21
What does Lloyd 's Lutine Bell announce ?,12
How long does it take to travel from Tokyo to Niigata ?,27
Name the various super-teams to which the Angel has belonged .,5
What ratio of children of ages between two and eleven watch ` The Simpsons ' ?,38
What game is fatal to anybody over 21 ?,29
What is the dialogue circle in cartoons called ?,20
Who killed Kurt Cobain ?,4
What Mediterranean island is home to the first Club Med ?,14
Where is the Statistical Abstract of the United States online ?,14
Where is Procter & Gamble headquartered in the U.S. ?,14
What state in the United States covers the largest area ?,11
What is `` the computer for the rest of us '' ?,12
What did the ancients call the four great elements ?,28
What 's the nearest star to Earth ?,14
What war added jeep and quisling to the English language ?,10
What effects do nitrates have on the environment ?,12
What is the nature of snow and how is the formation of snow different from that of ice ?,12
What 's the most powerful country in the world ?,18
What is the alphabet for Latin ?,15
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,14
"What race is 1 , 137 miles long ?",29
What two baseball players make up the battery ?,4
What Asian city boasts the world 's biggest bowling alley ?,21
How do you get a pointsettia to turn red ?,0
What happened to Moon Maiden ?,12
When is the Tulip Festival in Michigan ?,8
What caused Harry Houdini 's death ?,9
What creative genius said : `` Everything comes to him who hustles while he waits '' ?,4
What card suit originally represented the peasant class ?,14
How many neurons are in the human brain ?,13
"The lawyer who represented Randy Craft , what was his name ?",4
How much Coca Cola is drunk in one day in the world ?,13
How many inches over six feet is Tom Selleck ?,13
When do you plant winter wheat ?,8
How do microwaves work ?,0
What state is John F. Kennedy buried in ?,11
What is the largest city in the world ?,21
What does storm wave mean in Japanese ?,7
What Broadway musical was inspired by Cervantes 's Don Quixote ?,1
What is the mascot for Notre Dame University ?,14
How do you say `` fresh '' in Spanish ?,20
What 's the Red Planet ?,7
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,1
What police force did Mack Sennett create ?,5
How old was Sir Edmund Hillary when he climbed Mt. Everest ?,27
Who was the only president to serve two nonconsecutive terms ?,4
How long does it take the Milky Way Galaxy to make one revolution ?,27
Where can I find information on George Bush ?,14
How wide is the Atlantic Ocean ?,40
When did the vesuvius last erupt ?,8
What were the five opening words on Ben Casey ?,36
What percentage of American men are alcoholic ?,38
What is the best Internet business to go into ?,5
What 's the longest river in Canada ?,14
"What poem contains the line , `` grow old with me the best is yet to be '' .",1
When was the De Beers company founded ?,8
Who is the worst US President ever ?,4
Name the vessel used by the Atari Force in the DC comics .,44
What is the life span of the average monkey ?,27
How many years did Shea & Gould practice law in Los Angeles ?,13
Where is McCarren Airport ?,14
Why were people recruited for the Vietnam War ?,9
What line divided the North and South in the U.S. Civil War ?,14
Why is Indiglo called Indiglo ?,9
What do you call a group of geese ?,2
What do river otters eat ?,17
What is Drew Barrymore 's middle name ?,4
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?,0
Name four famous cartoon cats .,2
Name Randy Craft 's lawyer .,4
What is Mississippi 's state animal ?,2
What state produces the best lobster to eat ?,11
What is e-commerce ?,7
Who should I call to get a tour of the New York Stock Exchange ?,4
What are the numbers that fit into Fermont 's last theorem ?,14
How many hostages were killed in the Entebbe raid ?,13
How tall is the replica of the Matterhorn at Disneyland ?,40
Where can I find a case on Americans with Disabilities Act of 199 ?,14
What is the origin of the atom ?,12
What year was Janet Jackson 's first album released ?,8
"Who said , `` I shall return . '' during World War Two ?",4
What are `` darning needles '' and `` horse stingers '' better known as ?,20
Who was the first king of England ?,4
What country would you visit to ski in the Dolomites ?,18
In what year did Hitler gain power of Germany ?,8
How fast is light ?,35
What is the celtic symbol for `` life '' ?,42
What is the legal blood alcohol limit for the state of California ?,14
How long did it take Stanley to find Livingstone ?,27
What 's the symbol for the zodiacal sign Gemini ?,42
When did they canonize the Bible ?,8
Who has more DNA - a man or a woman ?,4
Whose kidnaping was termed The Crime of the Century ?,4
What is dew point ?,7
What two European countries entered the War of American Independence against the British ?,18
What room did W.C. Fields keep his library in ?,14
What kind of substance is dextropropoxyphen napsylate ?,28
What substance did Joseph Priestley name for its ability to erase pencil marks ?,28
What was the name of Darth Vader 's son ?,4
What is the highest peak in Africa ?,24
How many people died on South Carolina highways in 1998 ?,13
What was the `` Dead Man 's Hand '' ?,7
"Who wrote the song , `` Silent Night '' ?",4
How much will gas be taxed in California by the year 2000 ?,25
Where is the Danube ?,14
What U.S. general was court-martialled for criticizing American air power ?,4
How do I find out the exact time of a sunset for a particular day ?,0
What animals did The Amazing Three masquerade as ?,2
What 's the tallest building in New York City ?,14
"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?",4
What do Englishmen weigh themselves in ?,45
What started in 1849 when gold was discovered at Sutter 's Mill ?,10
What two cities usually mark the extremes of English Channel swims ?,21
In what year was the cannon invented ?,8
What are the top ten all-time money making NFL teams ?,5
What does the number 33 on the Rolling Rock beer bottle mean ?,7
What is kept in Fort Knox that is so valuable ?,14
Who invented the paper clip ?,4
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,4
What class of animals makes up more than two-thirds of known species ?,2
Why do we call someone `` honey '' ?,9
Who was the first black to be head coach of a major league pro sports team ?,4
When will the millennium officially begin ?,8
What Argentine boxer was shot dead outside a Nevada brothel in May ?,4
Who was the first Russian astronaut to walk in space ?,4
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,4
How many dots make up the symbol for `` because '' ?,13
"What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?",5
Which operating system runs on IBM-compatible machines ?,26
Who is Robin Williams ?,12
What 's the second-most-used murder weapon in the U.S. ?,14
Who is known as `` the world 's oldest teenager '' ?,4
What is the origin of infinity ?,12
Jude Law was in what movie ?,1
What does JESSICA mean ?,3
How many colors are there in the spectrum ?,13
What is Bill Gates of Microsoft E-mail address ?,14
What is Larry King 's job ?,6
"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?",4
When was Dick Clark born ?,8
What color were their horses ?,19
What is Columbia Tristar 's phone number ?,39
What is the Homelite Inc. home page ?,14
What province is Edmonton located in ?,11
What two countries ' coastlines border the Bay of Biscay ?,18
How many feet high is the hurdle in front of a runner 's steeplechase water jump ?,13
What is Beethoven 's 9th symphony called ?,1
Why is the moon different sizes and colors ?,9
What 's the most common name in nursery rhymes ?,4
When did Spielberg direct `` Jaws '' ?,8
How many counties are in Indiana ?,13
What 2th-century fictional character attends Pencey Prep School ?,4
Name the two youngsters saved by the animated Moby Dick .,4
How much does one ton of cement cost ?,25
What is the purpose of the SysRq key on my computer keyboard ?,9
What is the brand name of a chemical used to control ripening ?,26
Tell me what city the Kentucky Horse Park is near ?,21
"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",23
What is the population of Mozambique ?,14
What two countries contain Sierra Nevada mountains ?,18
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,14
"What is the latitude and longitude of El Paso , Texas ?",14
What kind of crystals exist ?,28
Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,4
How many gallons of paint does it take to paint the Golden Gate Bridge ?,13
What is the salary of a U.S. Representative ?,25
Where can I get a photograph of professor Randolph Quirk ?,14
What was Hitler 's favorite movie ?,1
On what continent is Mozambique ?,14
What fool is not so wise To lose an oath to win a paradise ?,4
Where are the U.S. headquarters for Procter & Gamble ?,14
What is Grenada 's main commodity export ?,14
"What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?",4
How much money did the Marcos steal from their country ?,25
What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?,5
In what religion was Isis the nature goddess ?,16
What was the nickname of German flying ace Manfred von Richthofen ?,4
Where is Kings Canyon ?,14
"What are the world 's three largest oceans , in order of size ?",14
"What actor , who had greatest fame on TV , became the father of triplets ?",4
What river runs through Liverpool ?,14
Name a female figure skater .,4
Where can I find the names of all the 15 Pokemon ?,14
How do they raise the cranes when building high-rise buildings ?,0
What makes popcorn pop ?,9
What year was the first automobile manufactured ?,8
What makes a clitoris sensitive ?,9
What is the name of Kevin Costner 's movie about Sioux Indians ?,1
What layer of the atmosphere contains most of the ozone layer ?,14
Where in the United States do people live the longest ?,14
What country 's people are the top television watchers ?,18
What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,44
Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?,4
What is state tree of Nebraska ?,30
What rum is so `` mixable '' it is a one-brand bar ?,17
What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?,4
What are the Urals ?,7
What 's nature 's purpose for tornadoes ?,9
Who made Stonehenge ?,4
Where is the Orinoco ?,14
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,14
What are the major differences in the Catholic and Methodist religions ?,12
What country in Latin America is the largest one ?,18
What are the distinct physical characterstics of the Arabian horse ?,12
What is the greatest hiking Web site ?,14
What is the website for the USA journal ?,14
What is the nature of learning ?,7
What is the difference between classical conditioning and operant conditioning ?,12
What is making love ?,7
What is the origin of the city `` Corpus Christi '' ?,12
Who was the supreme god of Germanic religion ?,4
What should the oven be set at for baking Peachy Oat Muffins ?,14
Who is the voice of Miss Piggy ?,4
What 's the capital of Taiwan ?,21
Why do magnets attract ?,9
What king was forced to agree to the Magna Carta ?,4
What is a glory hole ?,7
"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",1
How many times a day should you take a prescription marked `` q.i.d . '' ?,13
Who gave King Arthur the round table ?,4
How do you make a paintball ?,0
What is habeas corpus ?,7
What is the airport code for Los Angeles International ?,39
Where did the Inuits live ?,14
How do you determine if a computer monitor has an SVGA adapter ?,0
"Who created the comic strip , `` Garfield '' ?",4
What U.S. President showed a fondness for munching on bee pollen bars ?,4
Where does the Santa Fe Trail begin and end ?,14
How many people have died of tuberculosis ?,13
What London street claims to be the world center for men 's tailoring ?,14
"How much would it cost to purchase a 2-foot-square party tent , with sides , ?",25
What is the only vegetable that starts with `` z '' ?,17
What major Victorian novelist spent as much time working for the post office as he did writing ?,4
What war did the Potsdam Conference follow ?,10
What is Shalom ?,7
What TV station did Mary Richards work for ?,1
What Shakespearean play featured Shylock ?,1
How big is the Chappellet vineyard ?,32
What Indian tribe is F Troop perpetually doing battle with ?,5
What new games are available for Nintendo 64 ?,29
What is the daily requirement of folic acid for an expectant mother ?,12
How do I log on to home page at Headquarters U.S. European Command ?,0
What is office automation ?,7
How many member states are in the UN ?,13
At what age did Rossini stop writing opera ?,27
How far is Yaroslavl from Moscow ?,40
How do I sing like Elvis Presley ?,0
What football bowl game 's first queen was Hallie Woods ?,29
Who was Buffalo Bill ?,12
What was the verdict in the 1925 trial of John T. Scopes ?,12
What is the difference between love and infatuation ?,12
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,14
Where can I find full written draft of CTBT ?,14
What is DSL ?,3
Why is Rush 's 2112 called 2112 ?,9
How many people lived in Nebraska in the mid 1900s ?,13
Who were the five Marx brothers ?,4
How many years did Sleeping Beauty sleep ?,13
What does a chef coddle eggs in ?,14
What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?,4
What task does the Bouvier breed of dog perform ?,6
What did the crocodile swallow in Peter Pan ?,14
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,8
When does the average teenager first have intercourse ?,8
What is the oldest building in the United States ?,14
What are liver enzymes ?,7
What is spaceball played on ?,7
How long does it take light to reach the Earth from the Sun ?,27
What states do not have state income tax ?,11
How can I find a phone number of someone if I only know their email address ?,0
What Ernest Hemingway novel had the working title Fiesta ?,1
What is the name of the highest mountain in Africa ?,24
"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?",14
What international sport was originally called hurley ?,29
What is a swatch ?,7
What sport can a free-legged pacer compete in ?,29
What is pasta ?,7
What 's the biggest-selling U.S. magazine aimed at a black audience ?,1
What is the history of the soft drink Mr. Pibb ?,12
Where is Natick ?,14
What is the origin of the word `` mushroom '' ?,12
Who invented the process to make condensed milk ?,4
How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?,0
What is a fear of sourness ?,23
What businesses or agencies would do an employment verification ?,5
What Kennedy was married to Ethel ?,1
What was the name of the US helicopter pilot shot down over North Korea ?,4
What is a nematode ?,7
What meter was invented by C.C. Magee in 1935 ?,14
Jackson Pollock was a native of what country ?,18
