comment_text,toxic
That was Kauai. She got caught and was charged in Federal court. Stupid beach.,1
"She was the root cause, but the case isn't entirely about her. Why are you so condescending in all of your edits?",0
"DYK nomination of Jack Kinzler
 Hello! Your submission of Jack Kinzler at the Did You Know nominations page has been reviewed, and some issues with it may need to be clarified. Please review the comment(s) underneath your nomination's entry and respond there as soon as possible. Thank you for contributing to Did You Know!  CeeGee",0
"The ""people"" have buyers remorse?????  Who do you mean?  The people of Alaska or the jerks who tried to pull this ILLEGAL and INVALID deal off?",1
"The article Martini (publication) has been speedily deleted from Wikipedia. This was done because the article seemed to be about a person, group of people, band, club, company, or web content, but it did not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. If you can indicate why the subject is really notable, you are free to re-create the article, making sure to cite any verifiable sources.

Please see the guidelines for what is generally accepted as notable, and for specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.",0
"ScumBag paid Mole strikes again 

You are a fukkin scum.",1
These people just make themselves look like fools with their comments.,1
"since content on wikipedia isnt owned by wikipedia, but simply resides here temporarily, and its also mirrored endlessly anywhere anyone wants it to reside, then its sort of an open loop, as this article doesnt have to mention (and shouldnt mention) that it exists in wikipedia: it doesnt! in fact, does anything exist anywhere. and have you ever really looked at your hand?",0
":::I have provided the quotation which I paraphrased, and which was challenged. I have marked throughout the text a request that the numerous WP:NOR violations, where other wiki articles are paraphrased as sources, and primary sources are adduced which should properly be refracted through secondary sources ('The devil can cite Scripture for his purpose,' as Shakespeare reminds us, and the text is bedevilled by some editor(s) who have just quoted from the OT and NT to construct the argument, when nearly all of these quotations are subject to critical controversy.  
 :::If anyone wishes to actually write the page according to authoritative secondary sources, they should begin consider starting by familiarizing themselves with the following 
 :::*(1) Douglas R. A. Hare The Theme of Jewish Persecution of Christians in the Gospel According to St Matthew, Cambridge University Press, (1967) 2005 
 :::*(2) Marvin R. Wilson Our father Abraham: Jewish roots of the Christian faith, Wm. B. Eerdmans Publishing, 1989 
 :::*(3) Miriam S. Taylor Anti-Judaism and early Christian identity: a critique of the scholarly consensus, BRILL 1995 
 :::*(4) Paula Fredriksen, Augustine and the Jews: a Christian defense of Jews and Judaism, Doubleday, 2008 
 :::*(5)Anthony J. Saldarini, ''Matthew’s Christian-Jewish Community,'UChicago Press 1994 
 ::::The literature is vast, and far more complex and nuanced that this pathetic caricature would allow. So go to it.",0
"Correction! Got it wrong, the above website is an attack on the Jesus Seminar.",0
"realtors should be jailed, as in US, when it collapsed. only lies and speculation. There is enough supply, and no wealthy millionaires buying the crappy homes in TO",1
to all the little kids in our lady of sorrows yall gay,1
"Larry, those people get arrested and go to jail, same as when white people kill each other. Cops not so much.. ya dig!  Don't be so Ig'nant!",1
"""Greaseman's comment regarding Lauryn Hill and the tuck incident actually went something like this (I was listening when he said it):  Hill actually had said that if she knew so many white peopke were going to buy her album, she never would have made it.  Greaseman found her comment so stupid that he said in retort, """"No wonder they drag these people behind trucks."""" 

  

 """,0
"And THAT's my last post.  WilliamH, sorry for wasting your time.  Everyone else, search 'antisemite vs. truck' on the YT in a few days.",0
"Very true.
Still sick bastards.",1
REDIRECT Talk:Time Out (chocolate bar),0
"Please do not delete websites without knowing what you are doing. This is a big game, its just not world wide yet, i've seen many articles like this on wikipedia, i don't see how ours is diffrent, until then fick dich",1
"::::::: Goneln60, I think the edits you and Droverthrughosts have made look very good.  I think this section is shaping up as a nice addition to the article.  Thank you for your help and guidance.",0
"==A Year Without Rain (Deluxe Edition)== 
 Hello, I wanted to talk to you about the page I've recently created and I see that you deleted it. I just wanted to tell you that it was a clear and complete article and I've found some information from sights but now its gone! If you want to talk to me sometime about this please visit my talk page! Have a nice day and I hope you get back with me soon!",0
":Of course we don't want to ignore copyright law.  I have assumed that images that are in wikipedia articles, from commons are good to go. Probably not a good assumption.  Is there something in particular that you're aware of was never put into public domain? 

 :I can do an audit of all the images, but it would be good to know if you have particular knowledge of a copyright issue.  Thanks!",0
Are they so stupid that they can't figure out 0bama has had the oval office bugged before Trump took office....?,1
"Why don't PC fascist like yourself not go and create a redoubt of like minded leftist?  There would be no whites, no normal sexual orientation,  no Christians', no sober folk not on drugs or booze, Wow, a progressive paradise!  You could sell books on pot farming, astrology, gunophobia, hemp, brown supremacy, How to speak PC code!  Wow!",1
"You're an idiot, another left-wing troll...",1
Dirt bag without regard for anybody but themselves.,1
"""

 Controvesal Comment 

A few weeks back, Tiger made a contreversal comment saying """".....no one watches hockey anymore"""". I know North of the border, hear in Canada, all over the news he was critiued on the comment. Now I didnt read over the article througly, but I dont belive it is mentioned. Is this revelent?  """,0
"Some of the articles haven't been used in the Silas article so i can't match them up, did you send them all to AB? Would they be on his talk page history somewhere?",0
"""There was never anything more to it than that, then or now. ""

It is when you say ""we were looking for a fight with a stupid Aboriginal""",1
"Organization
I reorganized the page a bit just now, because the second heading was completely blank.  It looked to me that it just needed to have its sub-sections demoted, (which is what I did), but if it was actually blank due to vandalism, could someone fix it?  I couldn't see any tons'o'deletion vandalism in recent edits...",0
"Roland, you may be correct about other presidents with their feet on the desk. I think we can agree that kneeling on the couch is about as tasteless as feet on the desk. I think we can also agree oral sex is a whole different level of tastelessness. 

But my real point is the stupidity of focusing on the trivial. Globe, please be a newspaper with some standards. Make an effort.",1
"""

, I asked some private questions, which are not related to these articles. I asked that he has written that he lives in Holland and he is a native speaker of English, but most of your article are relates to South Asian Ones. Why? Does he have South Asian ancestry? Maybe it was better if she had replied this via email.   ''''''  talk """,0
"""

 Books for VN history 
Hi PHG. I saw that you cited McLeod and Chapuis. If you would like it, I can email you a full PDF copy of these two books, which gives full access and you can cut and paste and whatever you want. And some other bits and bobs including a paper on Phan Thanh Gian. ''''  (bananabucket'') """,0
"""[User:TenPoundHammer|Ten Pound Hammer]] stupid fuck who cares? you're just a stupid asshole with too much free time""",1
"Rueben, don't you mean ""no sé"" ?

You and The Donald went to the same debate prep class.

Dums culo class.",1
As a lawyer this moron was the defence attorney for the terrorists in Canada. Only ret*rds and imbeciles whould vote for this cretin.,1
Production company and actor exercising their free stupidity...,1
"Having grown up and educated in West Virginia, I know white trash dog whistles.  The Donald knows them all.  Obama brought out the racism in my kin too.  Being ""PC"" is considered a four letter word in this backward part of the country, math just ain't a strong suit.  Education is and was shunned while Deer Hunting for Jesus is considered in. 
http://www.theonion.com/article/diehard-trump-voters-confirm-rest-nation-should-st-53585
I've given up.",1
"I hope he refuses a carbon tax., or shall I call it the Butts stupid tax.",1
"I was afraid that might come up when I saw you break out the quotes page. I'm glad it weathered the storm thoughit wouldn't work on Wikiquote. It's not just a list of  quotesyou need the context too. That was very smart to make it a timeline.  01:54, 16 Dec 2004 (UTC)",0
I hate you Zad68 unblock me you stupid motherfucker,1
FREE MYANMAR!!! STOP THE MILITARY REGIME!!!! PATS1 DOESN't CARE!!! HE ONLY CARES ABOUT FOOTBALL AND ORDER!!!!!!!!!!!!!!!!,0
"Yes, unfortunately this website misleaded me. Now, I have uploaded the correct picture. Thanks for your reminding.",0
"Sources== 
 * Sources were added to the article.    

 ==Categories 
 * The article has been categorised.",0
"Discography 

Shouldn't there be a section on her Discography? I didn't even know she sings, and I'm sure nobody else did, so what the fuck did she sing?",1
Because driving under Ontario laws is stupid enough in Ontario.,1
The three stooges are alive ! What a bunch of selfish dingbats !,1
". . . the title heading in the chapter about his Presidency. . . if there is a world left for history to instruct.

And, everytime you try your hand at supporting that monster, you identify yourself as with him, a believer, supporter, advocate and enabler of all those things.  

A Trumpist, given to Trumpism, and therefore a supporter of racism, narcissism, elitism, sophistry and misogyny.

I know what it looks like when I see it on the TV.  It's ugly.  It has orange hair, flappy jowls, and a comical facial expression of attempted ""toughness"" that comes across as lame and buffoonish.

Look in the mirror.  That's what else it looks like.  Equally as ugly.

The ripples in the water don't help.",1
"Barack Obama is mentally retarted. He is not fit to be president. he is the worst president so far, that we have had in our presidents.",1
Beast human. Neanderthal. Cull him.,1
I'll fuck you forever!,1
"Mariah-Yulia, I just changed her current picture to the one which is currently the main picture on article Yulia Tymoshenko. I just like it more. Look for yourself - this is my edit: . Of course, you are free to which picture will remain. Bye!",0
I see I'm not the only one you have accused of being a sockpuppet.,0
"Actually, the label fits as 40% of the herbicides used were dropped on food crops. Clearly an instant of chemical warfare.",0
"""

Dear Alexikoua, I am wondering whether there is any informative value in citing the so-called """"1910 census"""". This is not an official census, it belongs to a series of documents that had propaganda value, in the sense that it was createed in 1919 to help the Greek delegation persuade other participants in the peace conference to yield to its demands and maximize Greek territorial gains in Asia Minor.

I would also be thankful if you could please provide your source for the numbers you cite in the 1914 Ottoman census table. The reason I am asking is that I have Karpat's book right in front of me and some of the numbers differ somewhat. For example, Greeks of Adana vilayet amount to 8,537 in Karpat (1985), pp. 172, 188, not 12,000.

Finally, I would like to add a word of caution, if I may: as I found out reading a note in Kostopoulos, Tasos (2007) Polemos kai ethnokatharse, p. 171 [I can confirm this in a couple of days by comparing Karpat's book, pp. 170-189 and Alexandris, Alexis (1999) """"The Greek census of Anatolia and Thrace (1910-1912): a contribution to Ottoman Historical Demography"""" in D. Gondicas - Ch Issawi (eds.), Ottoman Greeks in the age of nationalism, Princeton, pp. 58-65] despite having the same name, the boundaries of vilayets vary between Ottoman censuses and that of the Ecumenical Patriarchate, the 1914 census not including certain sanjaks, like Kutahya, Afion Karahisan, Canik (=Samsun), Eskisehir etc, in vilayets. For these minor, but existing nonetheless discrepancies between the two to be eradicated, it is advisable to adjust one of the two administrative divisions to the other's a model being provided by Kostopoulos, (2009), pp. 170-1.   """,0
"using the kinect to write custom apps like a diet app 
is there a developer reference to use the kinect camera to develop new apps
like noting that people eat n front of media I thought kinect could detect food at the viewing room then urge people to move the food or skip snacking as a wellness weight reduction application.  Perhaps it is even possible to use the kinect to change the aspect ratio of other uses of the media center if people have food at the viewing area.  This diet software would basically just remind people they are voluntarily avoiding casual mindless food consumption while near a media display area The idea is public domain  
The wikipedia content is the suggestion of developer resources at the article",0
""" 

 :ChillumTx.  A few points.  First of all, I believe that in our conversation here   •  is a sockpuppet of Betty Logan.  Would you be able to verify that, or let me know how we can have that checked?  I've asked her, and she hasn't responded.  If you look at Smiley589's edit history, and the nature of her comment, I think you'll see why I suspect this. 

 :Second, the material in question was not likely to be challenged.  As was pointed out before, this was not a list of fat actors, or anything of that nature, which is what the """"likely to be challeneged"""" language is aimed at.  Nor was the material itself challenged  in fact, it was only the form of the citation, not the material itself that was likely to be challenged. 

 :As to inline citations, you left out the  NB footnote to that sentence, which in relevant part states: """"When content in Wikipedia requires direct substantiation, the established convention is to provide an inline citation to the supporting references. The rationale is that this provides the most direct means to verify whether the content is consistent with the references. Alternative conventions exist, and are acceptable if they provide clear and precise attribution for the article's assertions, but inline citations are considered 'best practice' under this rationale.""""  The citation form that I used was acceptable and provided the same information  with a click of the keyboard  that an inline citation provided. 

 :Also, nobody suggested using Wikipedia as a source.  What was suggested was the use of reference (by inline citation of the subject) to Wikipedia articles that in turn have proper acceptable citations of the subject matter in question. 

 :Finally, there are tons of featured lists on Wikipedia that do not have inline citations for each entry on the list.  If someone starts deleting the lists on those entries, as Betty did not only here but in the past with other editors (from the above conversations ... though Betty has deleted some of the """"evidence"""" above), I would expect a hue and cry, followed  if the behavior continued  by administrative action.  See, e.g., List of American Idol finalists, List of Megadeth band members, List of Manchester United F.C. players, List of Harry Potter cast members, List of popes (graphical), List of Korean War Medal of Honor recipients, List of current Canadian senators, Aston Villa F.C. statistics and records, [Dischord Records discography]].  """,0
"Yes, I'm well aware. No, no one can blame you. Mail crossed your post. Will give it more thought. - talk",0
"I agree. More than one overlapping articles, practical for the same theme have negative effect in easy use of Wikipedia. Only if an article grows too much (at least 30kB), we must start to think to saperate it in more than one and only with a very good connection between the particles.",0
No don't buy mexican products every thing you buy has a label telling where its made read it and avoid mexico.,1
I would like him neutered no matter what race he is and who the woman is. (snark),1
""" 

 ==Online Ambassador Program== 
 Please take a look at this project page and see if you can be a mentor to one of the many Areas of Study.  If you can, please put your name in the """"Online Mentor"""" area of the Area of Study of your choice and then contact the students you will be working with.  As the Coordinating Online Ambassador for this project, please let me know if I can be of assistance.  Take Care... •  • """,0
"Don't remember, and don't have the time to try to dig it up right now.  Sorry.  —",0
"This certainly is a back track from your original argument, which was: “Schonemann is not cited enough.” Now your argument is “So what if Schonemann is cited?” I think you should make up your mind.  

 Further, I did not decide to write an article for Wahlsten or Dweck, I have written one for Peter Schonemann. Whether Dweck or Wahlsten have Wikipedia pages is not any of my concern. Peter Schonemann is a very notable scholar, especially where technical expertise is relevant (this is indisputable) and this is the reason why I have written the article. 

 Personally, I believe you are more impressed by the novelty of a scholar than the quality – Coincidentally, Dr. Phil has a following of millions, should this also qualify him as a seriously scholar? You have also demonstrated noticeably inconsistent criticisms, riddled by multiple excuses and poor methodology. Your arguments do not appear thorough nor warranted, but simply invoked.",0
"Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!  (Talk)",0
"A hypothetical tweet from Dad:

▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰

Donald J. Trump ✔ @awesomeDonaldTrump

Markets higher than ever. America winning again.

Canada's leftist fake media doesn't get it. Losers. Sad!

▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰",1
"Trump doesn't have anything better to do after a hurricane than try to spread more lies about Obama.
Trump is a thoroughly vacuous lying buffoon,
…and a traitor.",1
"Dear Sarah is not a question of translation with google translate or another, if any meaning of certain phrases or expressions Italian is to make surreal and paradoxical in English (my) translation as a means of communication.
It is an ironic writing not illiteracy.
Then if we make serious I repeat as I have uploaded more pictures from the time of the discussion, I repeat as administrators of the ML that they will send their consent to the use of images (I suggested they use a Polaroid camera so you do not there will be problems of duplicate film for the rest ....) I think the pages edited by me speaks for itself that I always having used Wikipedia as in my good faith endeavoring to carry out a correct knowledge for the benefit of all, not a few (or personal).
Copyright images, I repeat as in my case the issue is gone as a presumption of guilt against me and restriction of use of them far beyond the actual size of my act and the alleged fraud committed or derivative.
This is evident from reading the entire wikipedia regulation regarding copyright diligently as I did in those days.
Especially, I having had the direct consent of the ML for the use of the pictures (the administrators of the ML, have got copyright holders of the photos, as can be seen from their website http://www.movimentolibertario.it, or do you believe that even Oriana.Italy denounce them for using of the pictures in question in violation of Copyright?).
Bye.",0
Uh...the copyright holder isn't Hitler. (Just in case anyone took that comment seriously.)  | Talk,0
"Let's be real.  In-N-Out is crap.

5 Guys is where it's at.",1
i think they're both lying. He definitely creeped her out - look how much distance she keeps. His hand is clearly behind her but - not the normal place for a promotional picture - but if he would have lifted her skirt it would have been clearly visible. Most likely he gave her a couple of pats on the butt and she's over dramatizing the whole thing.,1
"""

And finally, the ONLY reason I created the article here on Wikipedia, it's because I could link it to other Wikipedia articles, since it was about an animation, band, video game, cd album and cd single. But like I said before, screw this. It's because of losers so-called administrators like you AKA """"vandalism fighter wannabe"""" that Wikipedia is full of nonsense articles with innacurate info. Pftt, can't bother with these weirdos. adieu. 88.214.165.10  """,1
"I  agree, how many times have stupid Ontarians voted in this morally corrupt party now?. I'm betting they do it again!, can't fix stupid........",1
"Correct, they are only human shields for Palestinian terrorists.",1
"Iznot Award 

Really Iznot.  Are you so thin-skinned that you go around like a neutered Roman Sentinel punching the UNDO button right and left.  I'm giving you a VIKIPEDIA badge, because you are the leader of the narcissists.  The VIKIPEDIA badge automatically enrolls you in the Jimmy Wales school of sexual disorder rehabilitation.  Congratulations.   signed / Miss Gaydar",0
"==That was a mistake== 
 You can delete all you like, but you won't be able to hide the fact that you are sick and disgusting.",1
"As long as Trump throws gay people under the bus and promises churches they can do whatever they want? No, Utahns don't.",1
"Question about policy 

Hi, I was wondering if you could quickly look at the page UniModal/proposed to see if it violates wikipedia policy. I've been arguing with an admin who replaced the original content with a redirect to Personal Rapid Transit - he says it violates NPOV and undue weight - but I don't think it does. In any case, I'm not asking you to get involved (unless of course you want to  ) but I'm just wondering if I'm way off base - after all, I am arguing with an admin. Thanks.",0
Right on very right about all rude jerks coming here just for a hand out.,1
Are you aware you're under formal arbitration? reverting only helps my cause because the committee is watching the page. Give em rnough rope and all...,0
""":: I've made a couple of minor tweaks to Florence Jaugey.

Regarding making a separate article for Camila Films, I checked to see how many sources there were for """"Camila Films"""" and I'm seeing books, newspaper articles, etc. so I think it's likely noteworthy enough for its own article if you choose to do so.

I hope that helps! You're welcome for the invitation to the Women artists group. (talk) 

""",0
was gonna say about the same thing. karma is a bitch sometimes,1
"Its better to sit here and wait for N. Korea to send nuclear tipped misses at our country, one of our possessions, or one of our allies! Right!  That is a pacifist, elitist, Cowardly, Democrat position! What's wrong with having a defense system ready? Or negating the threat? There are a lot of sissies posting tonight, who wouldn't do one single thing to protect their country from attack!",1
"Hey asshole, I'm Creamy3.  Why don't you go suck on your mommy's dried up, saggy, crusty old titties.  Go ahead and lick her sweaty, stinky old cunt while you're at it.  Fuck you cocksucker.",1
"Wow. Really? Trump keeps making idiotic statements about him. Is he just supposed to take it?

McCain is a war hero. He was a P.O.W.

Trump does not like war heroes that were captured. 
Trump is a draft dodger and a coward. 

Are you serious? You are defending the draft dodger?
Are you Vietnemese? A draft dodger? A communist?

I can not figure out why anyone would defend Trump’s idiotic attack on McCain. 
What is really incomprehensible to me is how anyone would defend a draft dodging coward.

Good luck with that. Why not go down to the VFW and tell every one that you support draft dodgers.",1
"similar concept? how can you mark a modern day nation with being a barbarian? you western jerks were playing with pieces of shits while we were conquering the world. You may be ultra-christ, ultra-greek, ultra-armenian ultra-western or whatever you want, but cant be a Turk.Contributions/62.248.42.19",1
"== Edit re Archie Roy's death == 

 Hi, the edit of Archie Roy's entry referring to his death came from the BBC local news: http://www.bbc.co.uk/news/uk-scotland-glasgow-west-20858029. I will try to re-enter the edit that you changed. 

 Nick Kyle",0
"You ever notice, none of these do-gooders are ever willing to go out and commit suicide, for the benefit of the planet.  They, like all good marxists, want someone else to go commit suicide for their benefit.  What a bunch of hypocrites.",1
I couldn't agree more - well done!,0
"No one wants to talk to you , No one wants to talk to you ! P

 Better make a new link, to a link , to a link !  This shit is great !!!!!",1
"Core causes?  How far back in history shall we reach?  Religions as tools of social control in service to greed-ridden monsters, especially those running the global petroleum industry, seem the most likely culprits for the latest rounds of senseless violence besieging the world.

I only half jokingly suspected that bin Laden would be found in Crawford TX.   He gave the Bush League the perfect opportunity to fulfill the American petroleum biz dream of physically controlling the pipelines and oil fields of the Middle East.  But, with the typical incompetence and corruption that hallmarks corporate conservatism, they squandered the chance, choosing instead to sow insanity and infanticide in efforts to suck the public trough dry.

From time immemorial people have suffered and died at the hands of power-mad fools who cannot gather unto themselves enough, ever, of everything.  And far too many have declared their support for it in the names of gods as justification.",1
"Avg, plenty of Greeks love the King. Stop acting like all Greeks hate him. You just parrot what the government tells us via their 'media.' We Greeks asked George I to be our King. We supported them. They reclaimed much of our lands. We voted to keep them numerous times. In the 1930's by 97% vote! 
 Also, he tried to overthrow the dictators. Read a book. The Greek government is the biggest liars. The US didn't want us to have our King and our claim to Constantinople/Asia Minor. He is a direct descendant of five Greek imperial (Byzantine) dynasties (Monomachos, Comnenos, Laskaris, Angelos, and Paleologos).",0
while not signed in.}},0
"What a stupid comment.  ""Professional indifference""?  It must be some white man's invention like the South Park diet",1
"I hope the judge rejects this suit to show how dumb our AG is.  Can't believe our overpaid government officials are wasting time on this crap when we have real problems with actual US residents here.  Instead, lets make our country less secure and more expensive.  Ridiculous!!",1
"PLEASE RESPOND TO THIS! 

Why are there 11 versions of the LAW in service? It would be hard to issue because... its just too many versions. The AT Section would have to have room for AT4's and SMAW's.",0
"== You sound like an utter twat == 

 Imagine living next door to someone like you.  How does a self confessed drug abuser like yourself get to say what other, decent, people can or can not contribute to this project.  If I ever bump into you, I´m going to smash your face in. 
 No wonder wikipedia has no credibility.",1
You're the moron who voted for the moron. What are you talking about?,1
I never linked anything to Transformers! And why would the page about Germanic Mythology have the name Wolfgang in it?119.92.93.84,0
""":blocks are supposed to be preventative, dick-head.  i don't """"get a timeout"""" for calling a spade a spade, or in this case, calling a moron a moron.  i've been contributing to wikipedia for eight fucking years, and have just about had it with you pathetic 20-something college kids who think you know shit from shinola.  you're not a fucking police officer, you're SUPPOSED TO be doing useful things like cleanup work.  you're a janitor.  admins here should all be stripped of their rights, and a new batch brought in that actually understands their jobs.

""",1
"During his cameo, one has to be watching carefully to even notice him in the background.  The only speaking that one can hear is the main characters in the foreground. —",0
"Your Boy

AppoloBoy is at it again. If your as sick of him as the rest of us, feel free to vandalize his sorry ass. -Fast Eddie and the vandal squad- his anti-vandal tools are not worth a pinch of shit..",1
"Yo
You are one ugly dude.119.73.14.161",1
"Thats a bit rich, seeing as Rangers fans are some of the most racist in the whole UK.",0
"Kevin O'Leary???

The world doesn't need more hucksters to turn into politicians. 

One Lying Orange Clown is enough.",1
Thanks for approving my page on Arturo Kanthack.,0
"""
1)This section is passable. However one concern: some sections are way too long and might be uncomfortable for some readers to navigate. I suggest you shorten some sections.
2) Mostly everything seems to be sourced well. However the whole introduction paragraph is not and some facts like the flagbearer are not as well.
3) N/A
4) N/A
5) N/A
6) I think you should add 2-3 more images to the article. Some parts are just full of writing a picture needs to be put.

Although the above issues are minor, I am unable to pass you at the moment and will wait till you fix the above to decided on a pass/fail. TalkContributions  """,0
"That's fine - now it passed FA it isn't so much of an issue. I gave it a quick copyedit, unfortunately the 52 was Prior's not KP's so had to remove it! Seems a bit short now, sorry about that! – ('''')",0
That's because they're too stupid to use a burn barrel. My grandparents didn't have that problem without infrastructure.,1
And power consumption will only increase after marijuana is decriminalized.  Those plants is our basements would wilt if we shut the lights off.   Suck and blow Justin.,1
"""I agree. Sadly, even Pevsner's heirs gave this mediocre architecture only a hurried,cursory glance and right up Missing two important things (one a real buttress and some fenestration indicating 16th/17th century original work and I suspect some 1st generation English Palladianism too. It is clear to anyone with any practical knowledge of building and structural engineering that those pilasters (best word I can think of for them) are not buttresses - they are a decorative feature. They are not high enough to be buttresses; they do not protrude enough and they are in the wrong place for a strain to be occurring - especially just 20 years after the facade was originally completed. They are clearly meant to complement the portico - which they do quite well. There is some quite fascinating interesting architecture here, and I fail to see why it can't be mentioned because some people never bothered (or were deterred) from looking for it.    (talk) 

 Architect 

In hopes of identifying an architect I checked Colvin: no listing for Tracy Park. """,0
"== sandraliz  == 

 sandraliz is a trick who sucks dick. she got hiv if you know what i mean.every boy she sees she sucks their tootsies. she is bi she likes girls and guys. her moms is the same thats where she got her wack game.she thinks shes hot but shes not.  

  
 True facts about Sandraliz:   

 She ugly 

 Shes a slut 

 Slept with every boy she knows 

 she owns her own corner 

 shes mad musty and her pussys mad crusty  

 she sucked her dads dick 

 she got eaten like 100 times. 

 this is mad true........................ 

 she is a smut",1
if trump makes this stupid idiot secretary of the va i will give back my va benefits and disablility and disavow my military service.. what an insult to veterans.. i hate trump for his ignorance...,1
"Geez, how stupid can people be! Both Hillary and Trump are poor candidates for our President! AMERICA has never been great. That's just PR! A country that doesn't uphold the Constitution, people's Civil Rights, the First Amendment, protect the environment, provide jobs, healthcare, affordable housing for its citizens, equal taxation, etc, isn't great! But we always have that possibility. But not with Trump or Hillary.",1
It doesn't lack stability or legitimacy at all. I'm not alone in my assertions. I could name several users who share my inclusionist philosophy but for the sake of anonymity I will not. 194.81.33.9,0
"::::I cannot see any reason to remove, since each of these sources falls under the Wikipedia:MEDRS. I cannot believe that you can seriously reject ncbi.nlm.nih.gov/ as reliable source for meds, it has been used not only on other pages but also this page. Can you explain a bit more?",0
-Why dont you boldt the wheels to your wrists and ankes and be a go-go-go-Kart?,0
"okay 

WHAT A BUM BANDIT",1
"Re: Latest Blocking - see above 

Dear Mr. Administrator crony... by blocking / deleting / editing content that alludes accurately to the current state of school you have shown yourself to be an absolute faggot (does this meet Wikipedia's criteria for a personal attack?).  maybe I could create a page dedicated to your faggotness.  You are indeed a cockhead.  Kind regards",1
representitive of the,0
They've had over two years to deliberate about the situation.  Now it's time to do their damned jobs.,1
Just another subsidy with Canadian taxpayers on the hook for another $1 billion. It makes you wonder where these fools went to school.,1
Pack of traitor scum. Burn in Hell.,1
"A lousy $100K in a facebook pool of $4 billion advertising revenue. 
Who is the troll here? 
Ignorance demands we hate for 2 minutes then avoid information that negates the current zeitgeist. 
America, what foreign government has had undue influence over every American election from Congress to the president? 
Israel owns the president and congress, it's power is total and invisible, yet a 100K in incredibly clumsy Facebook memes is a greater threat?
Look at some examples of the ""Russian"" ads, they're truly pathetic.",1
"== You're not very ethical, are you? == 

 Exactly who is behaving like he owns the article?",0
"this idiots are covering something up i smell a rat he must be connected high up the food chain is the only reason he is not named or even removed asap.

shows that if you sleep around you get favours done it seem in the case that is what is happening here shame he would have been fired not given a free pass while someone drags his heels,",1
"Liberia was founded by the US and considered by many citizens to be an imperialist land grab, as it smuggled slaves away from plantation properties on the Underground Railroad to deposit.
 Italian annexation of Ethiopia was to supplement their existing empire in Africa, which was merely finishing the work they started earlier, so it is entirely in context to the discussion.",0
":Yes, the allegations are still valid. If you visit the Baby Milk Action website (they are the british organisation who co-ordinate the Nestle boycott) you will be able to find examples of WHO code violations from as recently as May 2006.",0
"notice that fascist ass mccains name is not on that letter, he is a bumbling lying fool who cares less about people.",1
"""
Thanks for looking at this one for me. I think I've addressed everything you've raised here, let me know if there's anything else you think needs seen to.  X """,0
"== Guessing you'll know what this is about == 

 I've drafted a topic ban proposal, waiting for one more point on it.  Additional action after the hatting should seal the deal.",0
"A reasonable theory.  Regardless, it doesn't matter.  This issue is no longer part of the news cycle.  Readers are bored with it.

So what stupid thing did Trump say today?",1
"How are you supposed to have a discussion on editing when you can not explain your rational? All I am doing is taking these ignoramuses down the path of logic, it seems like I have to hold their hands and show them the light.

It seems like the more my posts become real and truthful, the more wiki janitors come out of the closet to censor it.",0
I need help to improve this page.,0
"Eh, do you know me?

I called myself Hahahihihoho, thunderman and some more names I guess. And do you know me of what?",0
"And crap, I really only meant to put in the statement about I've gotten mine screw yours only once. My bad.",1
"So typical of republicans.  Rather than have taxes, they increase fees.  Same thing folks. So much for less taxes.  Republicans are such hypocrites.  

Come on republicans do what is right.  Insist upon the Donald releasing his tax returns and complying with a promise he  made months ago.  So tired of republican hypocrisy.",1
"Donofrio v. Wells 

Thanks for your help with this.  I think it's notable, if only for the freak factor.",0
"But what did that have to do with Edge of Destiny? I deleted you once now if you insist this information is needed on the discussion page, tell me what for.",0
6 subnational entities that recognise it as such (US states),0
"Yes, you are correct, my friend. Extremely sexy",0
"for biblical archaeology,",0
::You're all dishonest weirdos on the English wiki  ( WHY??????!?!?!? ~ ~~       ~,1
"Incidentally, one of the most important rules of science, or any type of systematic, logical investigation, is that you can't cherry-pick. In order to reach a legitimate conclusion, all information must be considered in fact, the effort is to find ways to reject a hypothesis, not to trawl for support.This is especially important when the goal of work is to provide support for families and for children's mental health. Mistakes can cause unnecessary suffering, whether they are mistakes of design or lack of transparency in reporting (cf. the TREND guidelines).",0
"We can agree on one thing: the numbers do speak for themselves. The fact that they seem to be saying something else to you than to me, and some sources, is irrelevant.",0
"Because any black person who supports Trump is racist, or something.

Your post is disgusting Chimbo.",1
