Score,Text
4,"I am not much of a brownie lover, however, I attended a function and these brownies were served. Because they were homemade I decided to have one and they were absolutely delicious!!!!!"
3,"I'm a big fan of the carbs, fat and protein balance of these crisps. The salt isn't overpowering and the taste is OK. I've had better soy chips (Genisoy Tortilla Chips) but these are alright if you don't like the crunch of a chip."
0,"We've used Splenda and Kirkland brand sucralose packets. either product is very good for what it is, a no-calorie sweetener for hot or cold drinks, desserts, and breakfast cereal.<br />For convenience, rather than the best price, I purchased this 2000-packet box of real Splenda-brand from Amazon. After using the product for a few days, i noticed my wife replaced her normal morning ice coffee with diet soda. She couldn't stand the Splenda, it was giving her a dry mouth and bad taste. i had noticed something a little ""off"" but just dismissed it as my imagination. Later i tried a sample straight from the envelope, it had a very acrid taste and seemed to burn -- it certainly wasn't SWEET. i then did a blind taste test using a new, small box that i bought from a local grocery store. night and day difference.  in summary, i think i got either an old/expired box (there's no obvious expiration date on the box), or the product might have soaked up an odor/taste from something during transit."
3,"This is good coffee, easy on the stomach.  The best part is that if you make a really strong pot of coffee, it doesn't taste bitter.  The roasting was first-rate without extra oil left on the beans.  And it's a very good buy for shade-grown, fair-trade coffee."
4,"WONDERFUL TEA!  Much better than their tea bags.  This is a MUST HAVE in our home as we both enjoy a cuppa to start and end most days.  We were using the actual tea bags for years.  We didn't think that we'd change as it was so inexpensive as we each reused a tea bag for our days cuppa.  While using the K-cups is not as cost effective, IT CERTAINLY DOES MAKE EACH CUP A PERFECT EXPERIENCE!!!!"
3,"Seems to help, I sleep well and if I do wake up I'm not long getting back to sleep.<br />I ordered two boxes and I'm about to buy two more."
4,"I bought these as a present for my GF.  Thanks to being Prime eligible, received them in a rather quick manner.  Good Price and the chocolates were delectable.<br /><br />The candy themselves are about BB pellet size, to give you an idea of how big each one is.  The Tin itself is small, small enough to fit in a purse (According to my GF)."
4,"Halo truly is a great brand, natural and healthy. My only drawback for these are that if you have a smaller dog they are very hard to chew and break up for them it seems as my dog is having trouble with them. They are good though an stick by this product as well as the seller!"
2,"Guys, do you know what ""malossol"" means in Russian?<br />""Lightly salted"".<br />This particular caviar was actually over-salted quite a bit.<br />Other than that its a very good tasting caviar (I guess you can blame a puddlefish for that), very close to Russian Sturgeon's caviar."
4,"When the package arrived I thought Amazon had made a mistake, 320 tea bags for lesss than $20.00. But the best news is PG Tips is an excellent brew. I used to drink varieties of tea (e.g. Earl Grey, English Breakfast, Irish Breakfast, Prince of Wales, etc.) Since the arrival of PG Tips I have drunk only PG Tips: flavorful and doesn't turn bitter if you forget to remove the tea bag as I often do."
4,"This is a very good product that can be purchased elsewhere for half as much. I feel stupid for paying Amazon's price for it, but I did enjoy it very much. I like to warm it up just a little and put it into decorative ice cube trays. Once the cubes get to room temperature they are solid."
4,"Dear chocolate lovers, big or small<br />Try this scrumptious little ball<br />You'll swear off chocolate that's in bars<br />Once you try Maltesers by Mars<br /><br />Creamy outside<br />Crunchy filling<br />Sweetened malt<br />That gets top billing<br /><br />Bite right in<br />Or suck a while<br />Eat a handful<br />With a smile<br /><br />One thing's for sure<br />That once you try it<br />You'll have no choice<br />But to go and buy it<br /><br />An open bag's too quickly empty<br />You'll have to make sure you buy plenty<br />You'll need a bag or two to spare<br />That is, if you intend to share<br /><br />Amanda Richards, January 3, 2009"
4,"Traditional oatmeal is an acquired taste which more people are acquiring because of the health benefit. McCann's is the easiest to find and to my taste the best.  (Quaker has put out a steelcut product which is not bad).<br /><br />The drawback is cooking, it takes a long time to cook.  My grandmother used to cook it in a doubleboiler overnight.<br /><br />There is an easy way.  The night before put 1/4 cup of oats to each cup of water in a saucepan, add salt, bring to a boil stirring occasionally. Turn off heat from anywhere from 30 to  90 seconds after reaching a boil, cover. In the morning  it is ready to eat, you can heat it in microwave or on the stove or eat it room temperature."
4,"I Have been looking for the perfect popcorn pre-made pouches for a long time. This is by far the best and Discount Tommy is the fastest in shipping the popcorn to me. I can always count on them for freshness, prompt shipping and perfect taste every time.<br />Thank You!"
3,"These are my favorite sardines thus far, but they are expensive because of not being able to get free shipping.  They are meaty and flavorful without being overpoweringly fishy and firm in texture.  Easy open can was nice too, as it was easy to open it without splashing like the pop-tops.  The only thing other than shipping price that I didn't like was that there were too many large/obvious scales in some cans, which was a turnoff as far as texture and visual appeal.  Despite this, they are definitely my favorite so far."
3,"I love this mix. The one thing that really did it for me were the crunchy raisins. I can only eat raisins in Kellog's Raisin Bran and Little Debbie Raisin cream pies. But I loved these raisins so much that I purchased them separately. But, they weren't crunchy. How do I make the raisins crunch?!<br /><br />Anyway,Just Fruit Munchies is a great snack, if you don't have a problem with the crunch. I only gave it four stars because I could do with the mango/apples. Still good, but unnecessary."
4,"Oscar, the cat, has tried many of the Fancy Feast varities. He is a very picky eater, and finally has found his favorites, the Chicken, Turkey, & Beef combination at Amazon.  He is so happy because of the great price and the free shipping. No more waiting in long lines at the checkout! Yeah!"
4,These little 1 dram jars are just great for the massage oil I make. It has a nice tight lid and just the right size.<br />Great seller. Packaged nicely and I will be back for some more of these.
4,"My ginkgo arrived via two-day air (even though I paid standard shipping). The tree did not drop any leaves, and does not show any signs of being ""unhappy."" The moss on the soil was still alive and very green, so moisture must have been maintained evenly in shipping. A+ for the shipping.<br /><br />My bonsai, like the review left before me, is a little larger than the description stated, but I don't mind. This ginkgo is just under 16"" from soil to the top of the tallest branch, and a little taller if you measure from soil to the top of the tallest leaf.<br /><br />My only complaint is that my bonsai is not nearly as full as the bonsai pictured, and I will be posting a picture after this review goes up. It is still a beautiful plant, and I am very satisfied with my purchase. Will be coming back to Brussel's for my next bonsai."
4,"Great variety of coffee, some top brand name K-cups too. I only had one decaf in my box which is fine. I was very surprised to see <a href=""http://www.amazon.com/gp/product/B006Q82652"">Brooklyn Bean Roastery Coffee, Cyclone, Single Serve Cup for Keurig K-Cup Brewers, 36-Count</a> in the box. They are a relatively new K-cup brand and their coffee is amazing, probably the best I've had. I'll definitely be buying this in the future."
4,I just ordered and received this flavor of K-cups.  It has become my favorite and will be reordering again soon.
4,"I have tried many products over the years and so far this is one of the best. Overall very happy with the product. Great mellow flavor, something you can drink all day racing."
4,"Love making our ""homemade"" syrup. Crescent Mapleine is the only Mapleine to use for this process.  You'll be hooked if you ever try it.  It is hard to find so am thrilled to have 6 bottles in my pantry for the future.  And it lasts for years if not forever."
4,"I only like coffee as a dessert beverage, so it says a lot that I think this is the best dessert coffee I have ever tasted.  Most people don't think of Wichita, Kansas, as being a real coffee mecca, but the quality of the beans combined with the skill and subtlety of the flavoring and roasting is really magical. It isn't cloying or sweetish.  The taste is rich and sensual, and the smell is equally inviting.  Very nice stuff."
4,"We have tried a lot of different GF mixes and when I found this new mix from Bisquick, I decided to try it.  I made waffles for my family and even my kids couldn't tell they were GF.  They almost taster better than my original wheat recipe.  No strange texture or after taste."
4,"This is the ONLY hot chocolate my wife will drink. When we changed supermarket for other reasons, she would still return there in order to stock up on this stuff. When our old supermarket stopped carrying it, she stopped going back.<br /><br />Our new supermarket couldn't get it through their suppliers when we asked about it. My wife was not a happy camper: no more Ghiradhelli hot chocolate!<br /><br />Thankfully, I discovered it here on Amazon and my marriage was saved! :) (Well, my wife's morning mood was, at least). If ever Amazon stops carrying it, I suspect my wife will be coming to Amazon HQ to express her displeasure ;) She's a vet: she knows how to neuter things. Fair warning ;)"
4,I love the maple syrup from Coombs Family Farms......The Amazon deal to order it and then have it shipped when you need it is awesome.
3,"I love greenies as a treat for my American Staffy.  She has never gotten sick after eating these treats.  They clean her teeth and keep her breath fresh.  Unfortunately they are very expensive and even at a discounted price, at $1+ per treat, it is quite pricey.  I may look at comporable brands that are less costly, since she eats any type of treat thrown her way.  I am lucky that she is not picky."
4,"Seriously, I love my Keurig. I love the convenience and the coffees. But what I don't love is buying $50 dollars worth of coffee every month. I tried the filter that Keurig gave me with my Platinum B70 model and it made my awesome Guatemalan Coffee I used to brew the ""old fashion way"" into a watered down mess no matter how fine I ground the bean or how much I reduced the cup size.<br /><br />I was skeptical about buying another kcup filter when I saw this offered on Amazon, but the video add on the ekobrew website had me sold. I bought the ekobrew Cup before it was available for sale with high hopes, and it has totally lived up to my expectations! My freshly ground coffee tastes better than any Kcup I have ever had! I forgot how good some of the beans I bought were. No Joke. If you are like me and have a few roasts of beans you just love and don't feel like breaking the bank trying every kcup under the sun to find blends that please you then get it. You won't be sorry.<br /><br />The only negative part is you have to rinse it out but that is no big deal. Just pop the top and tap it on the sink and the grinds come out then rinse. No scrubbing or anything. I may buy another to have one handy to fill while the other is brewing since I make about 3 Kcups worth of coffee in the morning to fill for two travel mugs for the wife and I. THANK YOU ekobrew!"
4,"Oreos are the best, no doubt, and these small packs are so convinent for carrying around with a lunch and such. Love it, in an adult and I pack it in my lunches."
2,"I've been a fan of the original Starbucks VIA Colombian since its release, and had been keeping a close eye on my local retailer for the flavored varieties to be released, which they have inexplicably stocked roughly two weeks before the release date.<br /><br />The notably larger and heavier packages are sold alongside the original VIAs, featuring only six servings per pack. VIA fans will note the ""lightly sweetened"" remark on the front of the box, along with the addition of cane sugar in the ingredients list. The packaging is otherwise nearly identical to the standard VIAs, so you'll have to look closely to notice it.<br /><br />Mocha VIA dissolves quickly, much the same way as the original VIAs, but with a slightly milky hue. The mocha-coffee aroma is present, but the actual flavor of the coffee differs notably from the smell; both the coffee and mocha components are low-grade, with the sugar element coming in quite strong (""lightly sweetened"" means the same thing here as it does with Iced VIA - almost as sweet as soda.) The overall impression is office-quality bitter coffee with some condiment chocolate powder thrown in and a remarkably heaping spoon of sugar.<br /><br />This does not mean that Mocha VIA is useless; part of what made the original VIAs so popular was how many different ways they could be used in mixed drinks (VIA dissolves in cold water/milk/etc as well as hot), and I would wager that over time, there will be a sizable list of unique mix recipes for these flavored varieties as well. But without those recipes, most Starbucks fans who expect a rather complex quality blended coffee drink will be disappointed by trying to drink this straight."
4,"A little expensive, but theses pouches are great on the go. They are BPA free and all organic. My daughter wouldn't eat the jar food (peas, carrots, etc.), but when mixed with fruit she will. Great product!"
4,"Boyajian oils are essential in a well-stocked kitchen. There is nothing else that delivers the intensity and purity of their flavors.<br />I recommend adding the orange oil to shortbread before baking(and dipping the finished cookies in chocolate) for an exceptional home-made gift.<br />These are professional quality at everyday sizes to fit every cook's budget. Used to be carried ar Williams-Sonoma, but is now hard to find in retail so buy here. A perfect gift for a cook.<br />Highest recommendation !!!!!"
4,"I've been trying all the different flavors of K-cups and this one is my favorite so far.  Good enough to stop looking.  I've only seen it on Amazon, and ordered it in search of a favorite.  Strong enough that it has flavor.  Not so strong so that you think you drank a charred tire.  No extra flavors either like some others.  I'd categorize this as a medium to light roast.  It is a just a little lighter than the Tulley's House blend."
1,"(I have had roughly 30 cans of this. ) 2 stars stands for I don;t like it. 3 stars is ""it's OK"". But I don;t think what I have been experienceing is OK for the price and hype.<br /><br />There is no denying how good this salmon is, it's premium wild salmon. But! The quality varies can to can. Which is unfortunate.<br /><br />For instance:<br /><br />Can 1: A nice almost single filet with medium chunks.<br />Can 2: Medium Chunks of fillet with some flakey tiny tiny pieces. Big pieces of struvite.<br />Can 3 and 4: Like Light tuna like consistency (gross and not warranting this high price), basically like filler. Lots of small struvite particles. Like biting into rocks, glass, crystals, etc.<br /><br />I decided not to buy this stuff anymore, as I like more of the fillet, or medium size chunks. I got too many cans that were flakey stuff, the same consistency as light tuna is. WAY too expensive for the inconsistant quality. Addressing the struvite, while it is commonly known that it is a mineral and natural, and that it is rare to get...I tend to doubt it...unless I have won the struvite lottery.Conistantly with my order of 4 cans, there are two cans that contain it. Generally the ones that have the flakey filler in the whole can. While most if it is small, I have had what looked like a geode, about .75 inches long, and .5 incles high, fanned out crystal. No way my teeth could crunch it. This is entirely too high for me, and nothing ruins an almost $5 can of salmon like crystals inside.<br /><br />My theory is that they noticed their salmon had huge struvite particles (Can 2), and started to almost puree the stuff (can 3 and 4) to save from a loss, or to pass the buck the the consumer. Which does not go unnoticed.<br /><br />This is how I view it and it is my opinion. If it was $2 a can I would buy more, but the supermarket alternatives are less expensive, and while most of those do not have the occasional fillet piece, I feel it is a better value over all. If the quality control was better on these, I would be buying them every week, but consistancy needs a lot of work, and company either needs a better QC supervisor, or to lower the price. The quality does not match what is advertised in the 30 or so cans I have had. You be the judge.<br /><br />Enjoy!"
4,"This is by far our favorite coffee to use in the Senseo.  We discovered it in a variety pack we often ordered, and decided that we liked it so much that we needed to start ordering it by itself in bulk.<br /><br />It's awesome that both my husband and I like it so much, because he leans toward bold coffees while I tend to go a little bit mild.  I think this one would qualify as being on the more bold side of the spectrum, but not extremely so.  It also has a slightly chocolaty flavor to it somehow...  Just barely."
4,"The least expensive KCups I've found, and very good coffee! I was skeptical about auto-ship, but since I can modify my order as needed, it turns out to be a no-brainer for me. I HIGHLY recommend this product."
4,"I have been looking for this item since last winter. My store stopped carrying it (and I shop at four different grocery stores)I'm so glad I found it here. This is so very rich and smooth, I like the flavor but wish it came in a dark chocolate flavor. And I really agree about the coffee, it makes it so much better. Most cocoa mixes are like drinking colored water, this is so good and you don't need milk to get the thick and rich balance. LOOOOOVE IT !!!"
4,"I did a 3-star review on the mixed Tiki package because the cutlets freaked out the fussy cats (and me), but an enthusiastic 5-stars from one and all on the salmon and chicken mix! Even those dedicated dry food eaters (I'm trying to convert them to wet food) loved this one. Shredded chicken and salmon in an apparently very tasty juice. Looks good. Smells moderately strong but clean and unspoiled. Eaten with great joy by the cat family. Best of all: Dolphin-safe chicken!"
4,"Teas by Revolution is one of my favorite teas of all time, even though it is quite pricey.  It is worth it.  It's way better than those Tazo brand teas.  The flavors of the tea infused is quite wonderful.  For the black teas or the Earl Greys, I typically use 2 bags; with Revolution tea, one tea bag will suffice!"
4,"These are better than homemade bagel chips and my new favorite snack. So glad these are on Amazon because they are sometimes hard to find in my area and when found rather pricey. The price on Amazon is competitive, with Subscribe & Save it can't be beat. Warning: it takes a lot of willpower not to eat a bag each day, they are that good."
4,"My chihuahua loves these, especially the peanut butter, chicken, and bacon varities. They have become increasingly hard to find at pet stores so I was happy to find them on amazon. I like that they are safer than rawhide bones and easy to digest and she really seems to enjoy them more than other bones I've bought for her. I tried a few other brands when I stopped being able to find the booda bones at pet stores and she would not even eat some of them. You can't go wrong with these, they are reasonibly priced, safe, help reduce tartar, and dogs seem to love them."
4,I ordered several coffee's in an effort to see what would be a couple of 'house' favorites.  This is certainly one of them.. Will be ordering larger amounts in the future.
4,"I purchased these chips because I love sweet potato chips in general, but these far surpass the taste of your ordinary sweet potato chip. These are crisp and crunchy and not as sweet as the standard variety. That they are kosher, trans fat free, and gluten free are an added bonus. The 1.5 oz. bags are perfect for an afternoon snack, and only around 200 calories. I love them so much I now have Amazon ship a case every month."
4,These are great little snacks when you are at school/work. It's 240 calories in total and I think it's totally worth it. They are moderately sweet and baked-crispy! so delicious. I would order them again :)
4,These are the best quality raisins i've found on Amazon. The Value Pack makes it more then worth it. It makes a great snack.
1,This cream is more for normal to oily skin rather then dry/mature skin.  It goes on nicely and gets absorbed quickly.  It leaves a nice smooth feel on your skin like the more expensive creams do.  However this cream has an overpowering sweet jasmine smell.  The smell does not fade.  People will only smell your face cream.  This could be used as face cream/cheap perfume. I thought I can get used to the smell but it's too strong and rather unpleasent.
4,"My dogs love this food, it is great as it has ingredients that I can understand and know what they are: and no biproducts! It has one of the higher ratings among the dog food lists. I have been letting my two dobies use this for this reason. It lists no biproducts and Beef meal and barley and rice are the first three ingredients. I have to say it is great dog food for the price, as we are on extreme budgeting in this household; and with Amazon, it qualifies for free shipping, which makes it even more appealing! Thanks, Patti Roth"
2,"Tastes like an iced coffee with a little sugar added.  It's a little thin, like a traditional ice coffee where the ice has melted to water it down a bit.  The coffee flavor is probably a little light for most people who like dark bold coffee, and probably a little dark for people who like light coffee.  It's right in the middle.  It's not exceptional, but tastes fine."
2,I appreciate the nutritional value of this product but I can honestly say it did not taste very good. And you get chewy chunks floating in your tea. Maybe it is an acquired taste!
2,"These chips are okay.  Personally, I find the flavor combination on a greasy chip to be somewhat strange.  They're not necessarily bad but they're the kind of chip where you're only going to be able to have three of four chips before the flavor loses its novelty."
3,I really like the product.<br /><br />I have no problem with it at all except for the fact that I don't quite know how much water to add to make a good tasting 6 cup brew!
4,My dog loves this treat. It helps clean his teeth daily since brushing is not an option because he dislikes it. I recommend watching your dog while he chews it to prevent choking!!!!!
4,I ordered my sportea and it arrived within 10 days.  I brew a fresh pint daily and drink it on the rocks with a slice of lemon or orange and a little bit of sugar. It is caffeine free but still is a picker upper in the afternoon.  Refreshing and delicious! I would highly recommend it over any tea I have ever tasted.
3,"Higgins & Burke Chai Black Tea makes a pretty decent cup of tea. I've tried it hot with a little milk, and iced without (both with sugar, of course), and enjoyed it both ways. It's flavorful and spicy, with the ginger giving the tea a bit of a bite. It is on par with the best chai I've tasted from store-bought teabags. I like it a lot better than <a href=""http://www.amazon.com/gp/product/B004EDHD1I"">Tazo Tazo Chai Filter Bag Tea, 24-Count Packages (Pack of 6)</a>, for example, with the main difference being the particular blend of spices. Recommended."
4,"tasted ok, better than the other pure bran things<br /><br />and great source of fiber"
4,"I find this coffee to be very pleasant with very little bitterness or acidity. Since it comes in individual pouches, much like a tea bag, the result is perfectly filtered. There are brewing machines that take such pouches, but I just put it on the bottom of a cup and pour boiling water over it. By adjusting the amount of time that you let it steep, you can regulate the flavor. Most experts suggest only a few minutes, similar to the amount of time a drip method would take. More than that is considered over-extraction that may result in more bitterness and other changes, but it is a matter of personal preference. The foil packs also keep each pod very fresh. It is also very convenient to take to work with you since it is so simple to brew."
3,I drink this all the time in the morning especially since I don't have time to go all the way to Starbucks before classes. It's a great pick me up and convenient for me to take with me in my travel mug. I end up using half a package because otherwise it is way too strong for me. I definitely recommend this product!
0,This waffle mix is so tasteless.  I'm shocked to hear this is the brand that is sold in some hotels. I would not recommend it to anybody.
4,"Huge cans (5 1/2 pounds each) so be aware of that! We used successfully to make potato salad for a crowd. We just rinsed one can of the potatoes, cut them in half, and proceeded with the regular potato salad recipe. Turned out real tasty and saved us a lot of work. If you can use a large quantity of cooked potatoes, buy these."
4,"Prompt arrival of product. I have used this coffee for several years. It really helps with my acid reflux. I will mix it with a different coffee sometimes to chnge up on taste. Pretty good coffee as far as taste goes though, IMO."
4,"I am doing Weight Watchers, but there are certain foods I did not want to give up.  One was potato chips.  I love the Popchips and they do taste like potato chips unlike other products I have tried.  One serving is 3 points on the WW point system and you can have 18-22 chips, depending on the flavor you choose.  Very good!"
4,"Melt in your mouth.....wow you said it M and M's! These are fantastic, little morsels of heaven for anyone who appreciates coconut flavored anything! Next to Coconut patties by far our favorite candy.....wish they would start selling these in stores again!!!!!!! Hopefully this seller will keep them as long as possible because this was great shipping time and we really love this candy! Thank you so much!"
4,"Eggnog is really a seasonal treat, and most people associate it with Christmas. For me, though, it means fall! Because as soon as it hits the shelves, I buy some. Sadly, though, eggnog is not my friend. It's delicious, but so rich even a small mug can make me a bit nauseous and regretful. Yet I still go back! This matcha is a great way to get that warm, creamy, custardy taste without any of the regretful stares into a fat and sugar filled mug. Because, well, matcha is healthy!<br /><br />This is like eggnog's light, airy and more mature older sister. The grassiness of the matcha cuts through the custard richness, capturing all of the taste but none of that heaviness. The vanilla here is really nice, but my favorite part is the spices--that hint of nutmeg really brings together everything else! This is perfect as a hot latte, though even with just water it's quite delicious and dessert-y."
0,"Because Senseo is not providing a good dark coffee anymore, I bought this based on reviews here, and got the smallest amount possible.  It is very weak, and makes no crema in my Senseo maker.  Because I did not realize it WAS NOT RETURNABLE on this site... I will have to double them up to make use of them."
4,"The tea was great. It was used by my husband and mom, and tasted by me :o) It goes great with fresh mint thrown in with the brew!"
4,"Great popcorn.  My family and I love watching movies and eating popcorn.  We consume more popcorn during the fall and winter months.  We received this popcorn and quickly made our first batch.  Wow.......It was great.  We made the mistake of not mixing everything together (oil, popcorn, and buttery salt).  That was our fault because we didn't read the instructions due to excitement.  But our first batch was still very good (a little salty because we added the salt mix last).  We made another batch two days later and it was awesome.  This is as close to theater popcorn made in our house ever.  It was really, really good.  Every kernell popped and it was a perfect balance.  We will NEVER, and I mean NEVER buy microwave or store popcorn again....We will be placing another order very soon.  I almost forgot to mention that we bought the 8oz bags.  That was enough for a large bowl which will feed 2-3 of us.  Can't wait to order another batch.....Enjoy"
4,"Shopping in warehouse stores lends itself to buying a lot of impulse items. Well here's one quite good such item. I was going down the snack isles of my local Costco and found a couple huge displays of roasted peanuts, one salted in the shell and one not. Hmmmmm.  A five-pound bag of peanuts? That's much more than I need! But I love salted-in-the-shell peanuts. But, how will I ever finish five pounds of them? Oh, well,  we'll figure it out. Into the cart they went.<br /><br />The peanuts are quite good. Excellent, in fact. The roast is just right. They are salted, but very lightly. I actually prefer a little saltier, but I know this lighter flavoring is better for my health. In fact, the sodium to potassium ratio is close to equal, a rare instance in a salted snack product. I'd say, the peanuts are just excellent, much better than the brands I'm used to buying in smaller packets. Plus, they're real nice and fresh. The trick might be keeping them fresh as I work my way down to the bottom of this huge bag. But, no mistaking, they're excellent peanuts.<br /><br />Gary Peterson"
4,I'm from New Orleans and I know what good coffee tastes & smells like!  This coffee along with some real dixieland jazz will get everyone moving even the folks over there in the cemetary.
3,"I like the MIO concept, and this flavor is great!  Its like Kool-Ade for grown ups, but without the calories.  Try it out if you like flavored waters but wanna save some dough/control the taste yourself.<br /><br />Its also great for those who may need to drink more water but find it hard to do so.  Case in point, I have a friend who's had problems with kidney stones and his wife is on him often to drink more water.  But he hates the taste of plain old water and finds it hard to drink.  I gave him some of these and he likes them very much.  Yay!"
4,These are great nutrition bars. I love dark chocolate and this satisfies my craving for chocolate  as a healthy alternative replacement meal. I feel they are also filling enough to prevent me from eating more. I will say I have found them cheaper at Giant Eagle grocery stores but the stores are a longer drive than I usually take to buy groceries. I was not the greatest mint fan but the mint taste is not overwhelming and goes well with the chocolate.
4,"No shakes or quakes! This is exactly like having a cup of joe, and will cost you less! Two gulps of 5 Hour makes the rest of my day a breeze. I usually have it near 3 in the afternoon and I get more done in the 5 hours than I would in three days. Seriously. This stuff is not dangerous, rather it makes your days productive. Need to exercise? Got to make dinner for the kids? They need help with homework? No problem. And you'll have extra energy for whatever else floats your boat!"
3,"This 2-in-1 shampoo and conditioner has a great fresh scent and washes hair well, leaving it soft, but not greasy feeling. It lathers up well and washes out cleanly. A very guy friendly scent, not feminine. This shampoo is most loved by my pre-teen son, who prior to this had been using a more kid like version of a 2-in-1 shampoo. He likes this Clear Men Scalp Therapy quite a bit better, and has claimed the remainder of the bottle as his. The only issue I have with it is this brands bottles of shampoo and conditioner don't always ship well. After receiving 4 bottles of Clear Scalp shampoo/conditioner, 2 our of the 4 bottles had leaked just a tiny bit during transport. They are packaged in plastic bags to help in case leaking, but when it came to my orders, 50% of them were leaking in some way upon arrival."
2,"Mixed reviews for this product. Some people liked it very much, some of them hated it. When i first tried it, they tasted horrible. But somehow I liked it when i had them the next time. Very light, flavored, spicy. The texture on the chips look good, but the after taste is not that great. That was my review. But a couple of my colleagues liked them so much that they had 2 bags of it at once. they loved the taste, flavor and also the after taste. 100 cal per bag with 0 cholesterol, not a bad bet!"
0,Was looking for more ginger and less sugar. This product is the opposite. Plus it is processed with peanuts so we couldn't make anything with it since my son is allergic to nuts.
2,"I bought this flavor along with just the Peanut Butter one.  I honestly cannot tell the difference between the two.  I will just stick with the Peanut Butter one and avoid this one.  I'm not a huge chocolate fan anyway, but, I bought just to see if I'd like it."
4,"I love to snack and with these you truly feel that you must be ""cheating"" somehow!  The flavors are delicious and the variety is great so that you don't get too tired of any one flavor. Have this set up for ""routine delivery"" every 4 months, with the Popchips I get and the Tortilla Popchips I'm set for healthy snacks and they all come at different times so I never have too many at any given time."
3,I got my purchase alot sooner than I expected. When it was received I melted it down and the smell was soooo good I could not wait to rub it in my skin. This stuff makes my skin really soft and goes in fast. I can feel a difference in my hands and feet. I can't wait to buy more but it only takes a little to cover so I will wait.
4,"My baby loves this salmon combination a lot more than the popular chick chick (which is actually her least favorite). Yes, it does stink... its fish! I don't care for fish myself, smell or taste, but she digs this and its good for her. This brand has a much lower sodium content than plum and sprout and is cheaper on a different website. I make most all of her other foods but am not quite ready to tackle preparing meat so Happy Baby has been great for introducing chicken, fish, beef, and turkey."
4,"I'm a huge fan of using Meyer lemon juice in just about everything. But the fresh fruit can be really hard to find, especially during the off-season. This is the answer to my prayers! I use this when cooking seafood, making drinks, salad dressings, baking... you name it! Always tastes fresh, and it's such a convenient way to keep this precious elixir ready to use! Thanks, Perfect Puree! :D"
4,"Our dog has tried several foods, including expensive vet brands, and has been treated for ear infections, skin infections, and was constantly scratching and licking. We even tried other limited ingredient foods, only to have it upset her stomach and cause new problems. I bought this at the store thinking, ""Okay, salmon and rice. This seems safe!""  I hoped that the fish would be good for her skin and the rice would be easy to digest.  We have been using this food now for a couple of months and she LOVES it, plus her scratching is gone and this food has never upset her stomach. It is sometimes hard to find in the pet stores so I'm buying on Amazon again. It saves running all over town, and the price is lower."
2,"Not bad coconut water but doesn't come close to Nirvana (in bottles). They both originate from Thai coconuts but Nirvana has a much deeper, richer taste."
4,"I like this coffee. It's a little different than the French roast I'm used to, but different in a good way. It's got just a hint of a smokey flavor. Maybe I'm not saying that right, but that's what it seems to me. It's rich, like French roast, but different, like I said. It's very good coffee."
4,"Do these taste exactly like hot buttery popcorn? No but it's really close. I love popcorn, popcorn regretfully does not return my feelings.Every time my housemate makes popcorn,which is frequently, the smell makes me nuts. Now I open up a bag of these yummy treats and I'm happy.<a href=""http://www.amazon.com/gp/product/B003V8Y7DE"">Medora Snacks Popcorners Popped Corn Chips, Butter, 5-Ounce Packages (Pack of 12)</a>"
4,I love Timothy's coffee for my Keurig. I like the breakfast blend the best. It is a very nice tasting coffee with no bite.
4,"I love it, I love it very much - smells better than French brand perfume for me in the morning - I can't start my day without this amazing espresso coffee!"
3,"My expectations for this product were pretty low. To my surprise, I very much enjoyed Vitamin Squeeze. It provides a nice energy kick and some vitamins to your water. I liked the flavor just fine, but if you're sensitive to artificial sweeteners then it might now be for you. I like that I control the strength of the flavor, caffeine, taurine, etc. Depending on how I'm feeling, I can use a bit or a lot. As with all energy drinks, you need to careful with how much you consume; if you have too much then you'll have a big crash a few hours later.<br /><br />Bottom line: as long as you're not sensitive to sucralose then I recommend giving this drink additive a shot for a boost of energy and some vitamins."
4,Bought this for our rainy day storage items but had to open up one can to give it a try.  I had heard that it was really good toasted and then smothered in butter.  They were right.  It's going to be hard not sneaking out another can.  I'd like to try the version with raisins now.
4,I needed redhots to make Christmas cookies. They are getting increasingly difficult to find in stores so I turned to the net. I searched and compared and this is the best deal I found. It's a tradition in my family to decorate sugar cookies with red hots. They're also good to eat plain. Just don't eat too many!
4,"Don't look or taste much like the fresh persimmons (since those are mostly water, and these are dried...), but are very tasty in their own right. I thought it was a weird concept at first, but got religion after the first taste."
4,Perfect tea for right before bedtime relaxing. Have been enjoying stash peppermint tea for years.
4,"I recently bought an espresso maker  <a href=""http://www.amazon.com/gp/product/B0002A3S66"">De'Longhi BAR32 Retro 15 BAR Pump Espresso and Cappuccino Maker</a>  which I love, and wanted some good coffee to go with it.  Originally I was going to buy the illy espresso, but I saw this and it's cheaper and got great reviews, which are definitely well-deserved.  It's so delicious and I love the smell of the coffee - it's chocolaty.  MMMmmmmmmm."
4,"Every single bee arrive to my home in tact. They were very fresh and tasty. I used them for a ""mommy to be"" themed baby shower."
4,"I love this product so much. It is so-so if you just make hot coffee. However, you can make superawesome iced latte with this!!<br />Just pour very small portion of water (5 cc or so) and one packet into a cup and let it resolve (stir or move it around).<br />Then, pour one cup of milk. (I prefer whole milk)<br />I no longer pay $4 for iced latte at a cafe because this is so much better."
